Company: Organization Name,Company: Organization Permalink,Company: Industries,Company: Headquarters Location,Company: Description,Company: CB Rank (Organization),Company: Stage,Company: CB Rank (Company),Company: Founded Date,Company: Investor Type,Company: Investment Stage,Company: Number of Investments,Company: Number of Funding Rounds,Company: Funding Status,Company: Last Funding Type,Company: Total Funding Amount,Company: Last Funding Amount,Company: Number Of Investors,Company: Revenue Range,Organization Permalink,Organization Name,Announced Date,Transaction Name,Transaction Link,Number of Investors,Money Raised,Lead Investors
Lumnion,lumnion,"Artificial Intelligence (AI), Information Technology, InsurTech, Machine Learning",München,Lumnion is an insurtech company that offers an AI-driven platform for insurance pricing and risk detection.,41605,seed,37798,2019-01-01,,,,5,Raised,seed,10107612,1200000,10,r_00001000,lumnion,Lumnion,"Sep 21, 2022",Seed Round - Lumnion,https://www.crunchbase.com/funding_round/lumnion-seed--a12a8ea5,2,$200K,
Lumnion,lumnion,"Artificial Intelligence (AI), Information Technology, InsurTech, Machine Learning",München,Lumnion is an insurtech company that offers an AI-driven platform for insurance pricing and risk detection.,41605,seed,37798,2019-01-01,,,,5,Raised,seed,10107612,1200000,10,r_00001000,lumnion,Lumnion,"Apr 1, 2021",Pre Seed Round - Lumnion,https://www.crunchbase.com/funding_round/lumnion-pre-seed--dc6160bb,2,$550K,
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Mar 1, 2024",Series B - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-b--f0ff662c,1,€2M,bm-t beteiligungsmanagement thuringen
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Oct 4, 2021",Series B - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-b--17ce9e27,,€7.2M,
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Sep 11, 2020",Series A - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-a--a189d3b5,1,€1M,bm-t beteiligungsmanagement thuringen
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Aug 16, 2019",Series A - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-a--438f3f90,1,€2.7M,bm-t beteiligungsmanagement thuringen
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Jun 6, 2018",Series A - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-a--c57dfcd3,1,€1.5M,bm-t beteiligungsmanagement thuringen
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Jan 2, 2018",Series A - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-a--a2479813,2,€1M,bm-t beteiligungsmanagement thuringen
ifesca,ifesca,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ilmenau,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,41663,early_stage_venture,37851,2016-12-02,,,,7,Raised,series_b,18524606,2169080,2,r_00001000,ifesca,ifesca,"Jan 2, 2017",Seed Round - ifesca,https://www.crunchbase.com/funding_round/ifesca-seed--e75936a0,1,€800K,bm-t beteiligungsmanagement thuringen
913.ai,neurosense-5d1f,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Robotic Process Automation (RPA)",Hamburg,Deep Automation of Specialist Workflows via our proprietary AI Infrastructure.,41665,seed,37853,2023-01-01,,,,2,Raised,pre_seed,431146,322101,1,,neurosense-5d1f,913.ai,"Jul 1, 2024",Pre Seed Round - 913.ai,https://www.crunchbase.com/funding_round/neurosense-5d1f-pre-seed--7f3833f5,,€300K,
913.ai,neurosense-5d1f,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Robotic Process Automation (RPA)",Hamburg,Deep Automation of Specialist Workflows via our proprietary AI Infrastructure.,41665,seed,37853,2023-01-01,,,,2,Raised,pre_seed,431146,322101,1,,neurosense-5d1f,913.ai,"Nov 23, 2023",Pre Seed Round - 913.ai,https://www.crunchbase.com/funding_round/neurosense-5d1f-pre-seed--d073c6b2,1,€100K,
Enote,enote,"Artificial Intelligence (AI), Mobile Apps, Music",Berlin,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".",41841,seed,38014,2018-03-02,,,,5,Raised,seed,22168592,10598598,3,,enote,Enote,"Mar 2, 2023",Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--5503a610,3,€10M,DvH Ventures
Enote,enote,"Artificial Intelligence (AI), Mobile Apps, Music",Berlin,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".",41841,seed,38014,2018-03-02,,,,5,Raised,seed,22168592,10598598,3,,enote,Enote,"Apr 1, 2022",Grant - Enote,https://www.crunchbase.com/funding_round/enote-grant--7192b357,1,€2M,European Innovation Council
Enote,enote,"Artificial Intelligence (AI), Mobile Apps, Music",Berlin,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".",41841,seed,38014,2018-03-02,,,,5,Raised,seed,22168592,10598598,3,,enote,Enote,"Oct 27, 2021",Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--3cdfd7a6,2,€2M,Rudolf Fuchs Kapitalanlagegesellschaft
Enote,enote,"Artificial Intelligence (AI), Mobile Apps, Music",Berlin,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".",41841,seed,38014,2018-03-02,,,,5,Raised,seed,22168592,10598598,3,,enote,Enote,"Mar 1, 2021",Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--2ee2570e,1,€2M,Rudolf Fuchs Kapitalanlagegesellschaft
Enote,enote,"Artificial Intelligence (AI), Mobile Apps, Music",Berlin,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".",41841,seed,38014,2018-03-02,,,,5,Raised,seed,22168592,10598598,3,,enote,Enote,"Oct 1, 2018",Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--d85bc6cc,1,€4M,Rudolf Fuchs Kapitalanlagegesellschaft
NTechLab,ntechlab,"Artificial Intelligence (AI), Facial Recognition, Machine Learning, Software",Moscow,NTechLab develops software products using techniques in the fields of artificial neural networks and machine learning.,42031,,38189,2015-01-01,,,,4,Raised,grant,17561583,1061583,6,r_00001000,ntechlab,NTechLab,"Jan 12, 2021",Grant - NTechLab,https://www.crunchbase.com/funding_round/ntechlab-grant--1d7e6d9f,1,RUB78M,Russian Foundation for Technological Development
NTechLab,ntechlab,"Artificial Intelligence (AI), Facial Recognition, Machine Learning, Software",Moscow,NTechLab develops software products using techniques in the fields of artificial neural networks and machine learning.,42031,,38189,2015-01-01,,,,4,Raised,grant,17561583,1061583,6,r_00001000,ntechlab,NTechLab,"Sep 22, 2020",Venture Round - NTechLab,https://www.crunchbase.com/funding_round/ntechlab-series-unknown--11c2e54b,2,$15M,"Mubadala, Russian Direct Investment Fund"
NTechLab,ntechlab,"Artificial Intelligence (AI), Facial Recognition, Machine Learning, Software",Moscow,NTechLab develops software products using techniques in the fields of artificial neural networks and machine learning.,42031,,38189,2015-01-01,,,,4,Raised,grant,17561583,1061583,6,r_00001000,ntechlab,NTechLab,"Mar 22, 2018",Series A - NTechLab,https://www.crunchbase.com/funding_round/ntechlab-series-a--b336acb0,2,—,
NTechLab,ntechlab,"Artificial Intelligence (AI), Facial Recognition, Machine Learning, Software",Moscow,NTechLab develops software products using techniques in the fields of artificial neural networks and machine learning.,42031,,38189,2015-01-01,,,,4,Raised,grant,17561583,1061583,6,r_00001000,ntechlab,NTechLab,"May 12, 2017",Venture Round - NTechLab,https://www.crunchbase.com/funding_round/ntechlab-series-unknown--58edf440,1,$1.5M,Impulse VC
Aaron.ai,aaron-ai-2,"Artificial Intelligence (AI), Health Care, Internet, Machine Learning, SaaS",Berlin,Aaron.ai is the Doctor Assistant powered by conversational AI,42122,m_and_a,38272,2015-06-01,,,,3,Raised,seed,3665681,3665681,6,r_00001000,aaron-ai-2,Aaron.ai,"May 18, 2022",Seed Round - Aaron.ai,https://www.crunchbase.com/funding_round/aaron-ai-2-seed--736a1743,3,€3.5M,
Aaron.ai,aaron-ai-2,"Artificial Intelligence (AI), Health Care, Internet, Machine Learning, SaaS",Berlin,Aaron.ai is the Doctor Assistant powered by conversational AI,42122,m_and_a,38272,2015-06-01,,,,3,Raised,seed,3665681,3665681,6,r_00001000,aaron-ai-2,Aaron.ai,"Oct 11, 2017",Pre Seed Round - Aaron.ai,https://www.crunchbase.com/funding_round/aaron-ai-2-pre-seed--b300cd17,1,—,
Aaron.ai,aaron-ai-2,"Artificial Intelligence (AI), Health Care, Internet, Machine Learning, SaaS",Berlin,Aaron.ai is the Doctor Assistant powered by conversational AI,42122,m_and_a,38272,2015-06-01,,,,3,Raised,seed,3665681,3665681,6,r_00001000,aaron-ai-2,Aaron.ai,"Jul 1, 2016",Seed Round - Aaron.ai,https://www.crunchbase.com/funding_round/aaron-ai-2-seed--5092340e,2,—,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Apr 5, 2022",Series A - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-series-a--2d334b99,4,€25M,"Insight Partners, Project A Ventures"
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Dec 23, 2021",Seed Round - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-seed--36bd076f,3,€4.3M,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Jan 7, 2021",Non Equity Assistance - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-non-equity-assistance--67148bc1,1,—,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Mar 5, 2020",Angel Round - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-angel--30010d0b,,—,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Nov 20, 2019",Angel Round - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-angel--9b978cc3,1,—,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Nov 3, 2019",Seed Round - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-seed--49382c72,1,—,
ExpressSteuer,expresssteuer,"Artificial Intelligence (AI), Financial Services, FinTech, Legal Tech, Software",Hamburg,AI-powered software automating the process of filing a german tax return,42990,early_stage_venture,39095,2019-04-01,,,,7,Raised,series_a,32134149,27265192,10,r_01000000,expresssteuer,ExpressSteuer,"Apr 2, 2019",Angel Round - ExpressSteuer,https://www.crunchbase.com/funding_round/expresssteuer-angel--aebb4dd4,,—,
automaited,aiconomix,"Artificial Intelligence (AI), B2B, Software",Köln,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.",43216,seed,39301,2021-01-01,,,,2,Raised,seed,5426309,4201460,4,,aiconomix,automaited,"Apr 28, 2022",Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-seed--1cc4ccf7,4,€4M,
automaited,aiconomix,"Artificial Intelligence (AI), B2B, Software",Köln,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.",43216,seed,39301,2021-01-01,,,,2,Raised,seed,5426309,4201460,4,,aiconomix,automaited,"May 25, 2021",Pre Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-pre-seed--aaecd1b1,2,€1M,"TechVision Fund, Visionaries Club"
36ZERO Vision,fotonow-ba2b,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Manufacturing",Munich,36ZEROVision is an AI-powered visual inspection system(SaaS) to identify and solve a wide range of manufacturing quality issues.,43353,seed,39430,2019-01-01,,,,2,Raised,seed,3000000,3000000,2,r_00001000,fotonow-ba2b,36ZERO Vision,"Sep 13, 2021",Seed Round - 36ZERO Vision,https://www.crunchbase.com/funding_round/fotonow-ba2b-seed--7523ec35,1,$3M,Join Capital
36ZERO Vision,fotonow-ba2b,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Manufacturing",Munich,36ZEROVision is an AI-powered visual inspection system(SaaS) to identify and solve a wide range of manufacturing quality issues.,43353,seed,39430,2019-01-01,,,,2,Raised,seed,3000000,3000000,2,r_00001000,fotonow-ba2b,36ZERO Vision,"Apr 2, 2020",Seed Round - 36ZERO Vision,https://www.crunchbase.com/funding_round/fotonow-ba2b-seed--b2cbcc9d,1,—,
Louco,louco,"Apps, Artificial Intelligence (AI), Event Management, Event Promotion, Events, Software, Ticketing",Frankfurt,Louco is the first AI-powered platform transforming event discovery with personalized suggestions based on users preferences & interests.,43391,seed,39467,2021-05-25,,,,1,Raised,seed,1639124,1639124,,,louco,Louco,"Aug 7, 2024",Seed Round - Louco,https://www.crunchbase.com/funding_round/louco-seed--baa669c4,,€1.5M,
Cloudsquid,cloudsquid,"Artificial Intelligence (AI), FinTech, SaaS",Berlin,is an an artificial intelligence based revenue orchestration company intended for companies with usage-based pricing models.,44009,seed,40050,2023-01-01,,,,1,Raised,pre_seed,1000000,1000000,4,,cloudsquid,Cloudsquid,"Nov 4, 2024",Pre Seed Round - Cloudsquid,https://www.crunchbase.com/funding_round/cloudsquid-pre-seed--b14aea74,4,$1M,"BackBone Ventures, High-Tech Gruenderfonds"
trail,trail-f158,"Artificial Intelligence (AI), Software",Munich,"Trail offers a straightforward approach to implementing AI Governance, empowering developers and businesses to create reliable AI solutions",44019,seed,40060,2023-01-01,,,,1,Raised,pre_seed,1576743,1576743,8,,trail-f158,trail,"Jul 11, 2024",Pre Seed Round - trail,https://www.crunchbase.com/funding_round/trail-f158-pre-seed--fcff39c2,8,€1.5M,CapitalT
Semalytix,semalytix,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics",Bielefeld,Semalytix focusses on Dark Data Understanding. Turning unstructured into structured data. ,44138,early_stage_venture,40172,2015-05-10,,,,3,Raised,series_a,7551178,2418394,3,r_00050000,semalytix,Semalytix,"Feb 18, 2021",Series A - Semalytix,https://www.crunchbase.com/funding_round/semalytix-series-a--3836551d,1,€2M,NRW.BANK
Semalytix,semalytix,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics",Bielefeld,Semalytix focusses on Dark Data Understanding. Turning unstructured into structured data. ,44138,early_stage_venture,40172,2015-05-10,,,,3,Raised,series_a,7551178,2418394,3,r_00050000,semalytix,Semalytix,"Aug 31, 2020",Series A - Semalytix,https://www.crunchbase.com/funding_round/semalytix-series-a--74e90c65,2,€4.3M,Matterwave Ventures
Semalytix,semalytix,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics",Bielefeld,Semalytix focusses on Dark Data Understanding. Turning unstructured into structured data. ,44138,early_stage_venture,40172,2015-05-10,,,,3,Raised,series_a,7551178,2418394,3,r_00050000,semalytix,Semalytix,"Aug 1, 2018",Seed Round - Semalytix,https://www.crunchbase.com/funding_round/semalytix-seed--492c01ec,1,—,Fly Ventures
